SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_ANNUITY,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,AMT_CREDIT,AMT_INCOME_TOTAL
276394,0.0,0.0,14179.5,1.0,53.68,2.59,288873.0,135000.0
239833,0.0,2.0,18364.5,0.0,34.39,2.64,269550.0,90000.0
393140,0.0,0.0,40063.5,0.0,60.02,4.5,1006920.0,112500.0
177613,0.0,2.0,31189.5,1.0,44.93,9.97,1129500.0,180000.0
345348,0.0,1.0,13486.5,0.0,46.61,0.19,354276.0,144000.0
374373,0.0,1.0,60174.0,0.0,24.48,4.36,1026922.5,270000.0
382827,0.0,0.0,22500.0,1.0,55.58,2.21,450000.0,225000.0
397147,0.0,0.0,30730.5,0.0,55.38,4.5,430258.5,171000.0
241051,0.0,0.0,20016.0,1.0,56.87,6.27,616500.0,157500.0
134810,0.0,0.0,21663.0,0.0,49.58,8.63,599544.0,202500.0
272880,0.0,0.0,11227.5,1.0,58.06,4.5,119925.0,58500.0
274769,0.0,0.0,26640.0,1.0,42.94,5.36,545040.0,225000.0
178683,0.0,0.0,63976.5,1.0,26.52,6.88,953460.0,180000.0
213477,0.0,1.0,9000.0,1.0,28.01,4.5,180000.0,135000.0
420932,0.0,0.0,20160.0,1.0,60.11,4.5,299772.0,72000.0
419019,0.0,0.0,11866.5,0.0,32.15,7.48,308133.0,202500.0
429653,0.0,0.0,18868.5,0.0,27.37,3.22,157914.0,202500.0
356197,0.0,1.0,26446.5,0.0,42.19,10.27,900000.0,202500.0
265066,0.0,2.0,36616.5,1.0,32.23,3.3,675000.0,360000.0
164481,0.0,1.0,32107.5,0.0,24.57,1.04,1054773.0,157500.0
266445,0.0,0.0,19413.0,0.0,50.48,3.64,536917.5,135000.0
254948,0.0,1.0,29074.5,0.0,47.26,14.88,990000.0,157500.0
374275,0.0,1.0,11074.5,0.0,35.28,4.73,225000.0,157500.0
158227,1.0,0.0,19759.5,1.0,25.65,0.56,182286.0,112500.0
166993,0.0,1.0,45000.0,0.0,42.62,5.98,900000.0,180000.0
314678,0.0,0.0,22720.5,0.0,58.18,4.5,772686.0,202500.0
200199,0.0,0.0,20475.0,0.0,27.97,4.79,630747.0,135000.0
263630,0.0,0.0,36832.5,1.0,35.72,3.96,678996.0,121500.0
155840,0.0,0.0,10125.0,1.0,38.83,1.1,202500.0,112500.0
275628,0.0,0.0,9220.5,1.0,24.56,3.8,189000.0,103500.0
191911,0.0,0.0,58963.5,1.0,41.07,6.95,746280.0,247500.0
206822,0.0,0.0,32760.0,1.0,41.47,9.12,1116000.0,180000.0
255453,0.0,0.0,23467.5,0.0,41.16,9.39,365175.0,180000.0
178523,0.0,1.0,37741.5,0.0,28.72,0.71,693301.5,67500.0
131023,0.0,1.0,7798.5,0.0,38.02,2.93,107820.0,112500.0
325297,0.0,0.0,21739.5,1.0,24.11,0.86,269550.0,180000.0
449309,0.0,1.0,22500.0,1.0,37.25,15.86,450000.0,225000.0
326892,0.0,2.0,13500.0,0.0,39.16,5.94,270000.0,135000.0
394840,0.0,0.0,31653.0,0.0,56.63,3.22,1078200.0,121500.0
375098,0.0,0.0,44644.5,1.0,56.05,1.48,1256400.0,180000.0
389505,0.0,1.0,12001.5,0.0,44.7,1.61,269550.0,59400.0
417654,0.0,0.0,8194.5,0.0,67.57,4.5,81549.0,60750.0
269180,0.0,0.0,9184.5,0.0,32.24,2.85,86598.0,67500.0
324537,0.0,0.0,19984.5,1.0,38.45,3.17,379237.5,157500.0
265913,0.0,0.0,6750.0,0.0,23.4,3.44,135000.0,180000.0
380742,0.0,0.0,7875.0,1.0,45.79,19.47,157500.0,180000.0
236991,1.0,2.0,21906.0,0.0,34.24,1.14,675000.0,90000.0
215493,0.0,0.0,19125.0,0.0,41.87,3.14,382500.0,292500.0
363947,0.0,0.0,19125.0,0.0,59.18,4.5,382500.0,121500.0
424200,0.0,0.0,18400.5,0.0,53.32,8.35,414792.0,135000.0
328965,0.0,0.0,17905.5,0.0,32.25,0.31,225000.0,103500.0
106353,0.0,0.0,17784.0,0.0,59.15,4.5,603792.0,180000.0
314120,0.0,2.0,25933.5,0.0,39.99,6.56,539100.0,76500.0
192265,0.0,2.0,10557.0,1.0,29.08,4.9,225000.0,216000.0
113121,0.0,0.0,38322.0,0.0,46.2,5.74,904500.0,180000.0
279135,0.0,0.0,40432.5,1.0,41.12,6.03,1440000.0,180000.0
432094,0.0,0.0,30685.5,1.0,54.67,9.0,499500.0,112500.0
188367,0.0,0.0,29299.5,1.0,31.48,0.55,450000.0,180000.0
259629,0.0,0.0,30946.5,0.0,49.26,13.8,780363.0,90000.0
252178,0.0,0.0,28899.0,0.0,29.67,6.54,870538.5,220500.0
286219,0.0,2.0,22018.5,0.0,57.24,4.5,450000.0,126000.0
294263,0.0,0.0,36328.5,0.0,32.2,11.43,755190.0,67500.0
322375,0.0,0.0,13500.0,0.0,39.1,6.9,270000.0,135000.0
394743,0.0,0.0,11812.5,0.0,54.71,5.63,112500.0,90000.0
109026,0.0,0.0,12780.0,1.0,48.23,1.29,177903.0,90000.0
323714,0.0,0.0,14593.5,0.0,57.44,4.5,328405.5,112500.0
452590,0.0,0.0,28485.0,0.0,61.44,4.5,463500.0,175500.0
211309,0.0,0.0,37669.5,0.0,47.47,6.65,1288350.0,216000.0
306988,0.0,0.0,60880.5,0.0,59.59,4.5,1142725.5,202500.0
303645,0.0,2.0,10516.5,0.0,28.42,0.74,382500.0,153747.0
417019,0.0,2.0,13572.0,0.0,35.38,7.8,360000.0,112500.0
441198,1.0,2.0,21204.0,0.0,27.43,2.97,653328.0,67500.0
124117,0.0,0.0,10363.5,0.0,59.94,4.5,178290.0,81000.0
392500,1.0,0.0,25762.5,1.0,47.47,1.99,661500.0,225000.0
427851,0.0,0.0,29794.5,0.0,49.04,5.16,1129500.0,180000.0
236079,1.0,0.0,29731.5,0.0,47.9,1.42,675000.0,112500.0
398561,0.0,1.0,51948.0,1.0,43.37,8.65,1223010.0,175500.0
344696,1.0,0.0,79218.0,1.0,34.76,9.78,1178703.0,315000.0
370500,0.0,0.0,24462.0,0.0,42.54,1.73,508495.5,112500.0
148315,0.0,0.0,10053.0,0.0,64.41,4.5,101880.0,54000.0
123301,0.0,0.0,16564.5,0.0,64.72,4.5,436032.0,90000.0
445685,0.0,0.0,55723.5,0.0,63.27,4.5,1312110.0,315000.0
145239,0.0,0.0,46480.5,1.0,38.72,1.68,1436850.0,148500.0
386706,0.0,1.0,75487.5,0.0,44.83,10.23,1125000.0,292500.0
282440,0.0,1.0,28813.5,1.0,49.27,6.17,985500.0,103500.0
240345,0.0,0.0,41265.0,1.0,56.29,17.02,1406880.0,270000.0
305465,0.0,0.0,26509.5,1.0,42.48,0.22,545040.0,112500.0
268050,0.0,0.0,19435.5,0.0,44.67,25.55,288873.0,112500.0
132155,1.0,0.0,22018.5,1.0,50.93,1.73,450000.0,90000.0
311336,1.0,1.0,14746.5,0.0,32.85,4.14,331834.5,157500.0
200995,0.0,0.0,13500.0,0.0,56.65,4.5,270000.0,202500.0
337158,0.0,1.0,13500.0,1.0,26.01,2.83,270000.0,171000.0
190996,0.0,0.0,29286.0,1.0,42.32,2.42,886176.0,135000.0
243342,0.0,2.0,19597.5,1.0,35.21,1.28,301095.0,157500.0
442111,0.0,0.0,33750.0,1.0,55.96,0.35,675000.0,126000.0
345872,0.0,1.0,17095.5,0.0,37.61,3.28,385164.0,279000.0
214559,0.0,0.0,23395.5,1.0,37.01,1.56,431280.0,135000.0
161448,0.0,1.0,30676.5,0.0,57.04,5.05,770292.0,157500.0
328356,0.0,0.0,27270.0,0.0,60.1,4.5,264888.0,121500.0
446577,0.0,0.0,23427.0,1.0,56.5,11.77,456273.0,157500.0
347147,0.0,0.0,18000.0,1.0,52.64,3.43,360000.0,135000.0
304636,0.0,0.0,38331.0,1.0,47.45,2.76,1078200.0,49500.0
275388,0.0,1.0,55719.0,1.0,42.21,5.31,1024740.0,225000.0
246544,0.0,1.0,18274.5,1.0,29.91,6.3,598486.5,270000.0
280897,0.0,0.0,27189.0,0.0,38.27,3.9,239850.0,225000.0
132537,0.0,1.0,21775.5,0.0,44.83,5.07,675000.0,135000.0
355587,0.0,0.0,25969.5,0.0,59.55,4.5,781920.0,54000.0
400309,0.0,0.0,48861.0,0.0,32.48,4.05,500211.0,180000.0
427922,0.0,0.0,22891.5,1.0,46.61,7.98,312840.0,134100.0
338001,0.0,0.0,9828.0,0.0,59.13,4.5,270000.0,112500.0
443561,0.0,0.0,35653.5,0.0,26.87,2.02,1215000.0,157500.0
121949,0.0,1.0,46791.0,1.0,45.63,6.05,1006920.0,225000.0
415018,0.0,0.0,26064.0,0.0,27.56,5.54,539100.0,135000.0
196319,0.0,0.0,14854.5,0.0,57.59,4.5,263686.5,157500.0
450944,0.0,0.0,36459.0,1.0,50.76,3.3,755190.0,135000.0
234301,0.0,2.0,16240.5,1.0,36.89,1.39,297000.0,202500.0
311032,0.0,2.0,13500.0,0.0,44.12,17.38,270000.0,90000.0
306636,1.0,0.0,25956.0,1.0,49.14,7.52,729000.0,315000.0
394188,0.0,1.0,17550.0,0.0,40.04,3.02,540000.0,153000.0
159123,1.0,0.0,19431.0,1.0,63.73,4.5,512064.0,180000.0
202981,1.0,1.0,33750.0,1.0,45.39,3.74,675000.0,225000.0
401171,1.0,0.0,32071.5,1.0,30.79,2.11,440784.0,315000.0
251137,0.0,0.0,23305.5,0.0,47.05,28.25,808650.0,144000.0
275786,0.0,0.0,21888.0,1.0,35.38,6.69,450000.0,180000.0
185858,1.0,0.0,38754.0,1.0,32.86,14.9,450000.0,157500.0
375224,0.0,1.0,30528.0,0.0,39.17,0.99,942300.0,135000.0
292297,0.0,0.0,21802.5,0.0,53.06,17.52,253377.0,112500.0
226035,0.0,0.0,46926.0,1.0,56.62,4.5,1350000.0,202500.0
322194,0.0,2.0,67608.0,1.0,36.57,15.59,1266520.5,292500.0
440178,1.0,0.0,30726.0,0.0,28.08,3.77,457834.5,180000.0
434876,0.0,0.0,9000.0,1.0,30.18,2.11,180000.0,270000.0
353370,0.0,0.0,16969.5,0.0,49.5,1.61,472500.0,76500.0
104093,0.0,0.0,26316.0,0.0,49.81,20.39,900000.0,180000.0
339962,0.0,0.0,29277.0,1.0,33.16,5.41,573408.0,180000.0
153275,0.0,2.0,8613.0,0.0,40.71,4.92,225000.0,135000.0
226862,0.0,0.0,27153.0,0.0,62.38,4.5,254700.0,94500.0
165691,0.0,1.0,10125.0,0.0,43.75,2.56,202500.0,112500.0
187622,0.0,0.0,13801.5,1.0,44.67,0.97,225000.0,90000.0
440860,0.0,0.0,35815.5,0.0,46.51,10.2,888840.0,157500.0
128478,0.0,0.0,37669.5,0.0,33.33,2.11,1288350.0,292500.0
153939,0.0,0.0,40914.0,0.0,48.17,1.76,1546020.0,225000.0
157142,0.0,2.0,25078.5,0.0,55.07,4.5,518562.0,90000.0
345576,0.0,1.0,53455.5,0.0,47.17,14.82,1258650.0,112500.0
137556,0.0,0.0,10075.5,0.0,51.22,8.37,101880.0,112500.0
233082,0.0,0.0,19876.5,0.0,58.09,4.5,448299.0,225000.0
244741,0.0,1.0,25227.0,0.0,43.22,3.13,253737.0,225000.0
438967,0.0,1.0,23931.0,0.0,28.7,7.53,814041.0,81000.0
380998,0.0,2.0,27684.0,1.0,38.71,0.33,625536.0,112500.0
428673,0.0,0.0,26901.0,0.0,42.21,11.8,675000.0,72000.0
164406,0.0,1.0,37800.0,1.0,33.24,2.43,1288350.0,270000.0
220483,0.0,1.0,9616.5,1.0,30.29,11.12,95940.0,315000.0
407547,0.0,1.0,34785.0,0.0,33.43,1.27,1185282.0,225000.0
214028,0.0,3.0,37764.0,0.0,36.89,8.71,1047771.0,157500.0
144541,0.0,0.0,37309.5,0.0,55.64,4.5,1125000.0,270000.0
180734,0.0,0.0,15174.0,0.0,60.87,4.5,312768.0,90000.0
433275,0.0,0.0,28813.5,1.0,52.15,8.47,774000.0,360000.0
305549,1.0,1.0,25263.0,1.0,46.74,0.65,376078.5,270000.0
174743,0.0,0.0,32260.5,0.0,43.19,3.34,1168452.0,189000.0
436946,0.0,0.0,26154.0,0.0,53.41,1.75,614223.0,112500.0
221135,0.0,0.0,12375.0,0.0,45.81,2.04,247500.0,112500.0
246712,1.0,0.0,18031.5,1.0,49.26,1.53,384048.0,270000.0
277355,0.0,0.0,29947.5,0.0,64.92,4.5,755190.0,157500.0
284689,0.0,0.0,33259.5,0.0,55.36,12.89,835380.0,135000.0
282604,0.0,2.0,18022.5,0.0,37.01,6.15,454500.0,153000.0
179382,0.0,0.0,31275.0,0.0,51.92,2.7,735133.5,67500.0
390126,0.0,0.0,37246.5,0.0,53.1,6.78,1354500.0,270000.0
226808,0.0,0.0,25537.5,1.0,37.36,2.64,545040.0,157500.0
441760,0.0,0.0,34987.5,1.0,50.64,11.47,1054773.0,180000.0
222597,0.0,0.0,11524.5,0.0,24.31,3.15,432000.0,45000.0
131817,0.0,0.0,9000.0,0.0,22.17,1.91,180000.0,90000.0
109609,0.0,0.0,40504.5,0.0,57.47,4.5,1530517.5,112500.0
291474,0.0,1.0,9000.0,0.0,24.09,2.45,180000.0,99000.0
144372,0.0,0.0,30055.5,0.0,50.51,11.62,745429.5,135000.0
455166,0.0,0.0,15205.5,0.0,54.68,5.61,270000.0,112500.0
314321,0.0,0.0,23562.0,1.0,26.94,1.92,450000.0,180000.0
232688,0.0,0.0,32521.5,0.0,22.54,1.19,497520.0,112500.0
106932,0.0,0.0,11812.5,0.0,60.97,4.5,119925.0,67500.0
269716,0.0,0.0,36459.0,0.0,34.52,6.27,755190.0,247500.0
334148,0.0,0.0,22437.0,0.0,56.24,4.5,675000.0,157500.0
253144,0.0,1.0,29839.5,0.0,37.33,3.35,808650.0,112500.0
145305,0.0,0.0,29605.5,0.0,49.82,0.83,562932.0,90000.0
105834,0.0,0.0,10836.0,0.0,60.31,4.5,270000.0,135000.0
108944,0.0,0.0,26446.5,0.0,63.23,4.5,900000.0,180000.0
243654,0.0,1.0,18436.5,0.0,23.06,1.15,472500.0,189000.0
269920,1.0,1.0,30438.0,0.0,29.66,6.25,256500.0,202500.0
181965,0.0,0.0,18418.5,0.0,56.99,4.5,625500.0,270000.0
206386,0.0,3.0,23035.5,1.0,32.56,14.55,422235.0,360000.0
254749,0.0,1.0,9000.0,1.0,59.72,4.5,180000.0,144000.0
113686,0.0,0.0,19737.0,0.0,55.18,4.5,675000.0,67500.0
448250,0.0,0.0,26316.0,1.0,49.39,11.35,900000.0,135000.0
411857,0.0,0.0,36261.0,0.0,40.89,6.87,1009566.0,247500.0
351448,0.0,0.0,26775.0,0.0,27.34,3.82,253737.0,112500.0
418167,1.0,0.0,19125.0,0.0,40.51,0.46,382500.0,162000.0
227814,0.0,0.0,8491.5,0.0,34.11,1.65,125136.0,112500.0
250263,0.0,0.0,10125.0,1.0,55.75,2.22,202500.0,67500.0
343316,0.0,0.0,26316.0,1.0,23.73,2.0,792346.5,171000.0
129713,0.0,0.0,31261.5,1.0,50.34,6.13,640080.0,202500.0
161765,0.0,0.0,21748.5,0.0,25.38,1.13,203760.0,270000.0
211645,0.0,0.0,26316.0,0.0,42.01,4.06,900000.0,90000.0
348852,1.0,0.0,21955.5,0.0,32.51,11.21,427500.0,157500.0
220557,0.0,0.0,24462.0,0.0,28.74,6.6,508495.5,112500.0
220441,1.0,0.0,32598.0,1.0,51.01,10.39,916470.0,180000.0
350367,0.0,0.0,13500.0,0.0,46.08,0.73,270000.0,135000.0
322181,0.0,0.0,14166.0,0.0,56.69,22.94,253737.0,103500.0
261284,0.0,0.0,15399.0,0.0,63.16,4.5,405000.0,112500.0
395671,0.0,0.0,21852.0,0.0,31.62,0.99,299772.0,112500.0
332608,0.0,0.0,30528.0,0.0,44.6,0.96,942300.0,103500.0
303469,1.0,0.0,6750.0,0.0,23.54,1.56,135000.0,67500.0
241789,1.0,0.0,42511.5,1.0,54.73,4.55,1546020.0,180000.0
429236,0.0,1.0,13500.0,1.0,29.99,3.49,270000.0,135000.0
344810,0.0,0.0,45954.0,0.0,31.39,3.28,900000.0,270000.0
129068,0.0,0.0,15241.5,1.0,63.58,4.5,152820.0,157500.0
409900,0.0,0.0,21051.0,1.0,43.92,4.91,720000.0,180000.0
445722,0.0,0.0,9909.0,0.0,65.21,4.5,225000.0,112500.0
306000,0.0,0.0,43681.5,0.0,36.69,11.59,1350000.0,270000.0
365039,0.0,0.0,15439.5,0.0,52.44,9.8,197820.0,54000.0
220724,0.0,1.0,9130.5,0.0,30.01,11.11,341280.0,90000.0
183005,0.0,0.0,39307.5,1.0,41.98,16.62,497520.0,405000.0
274975,0.0,0.0,22374.0,0.0,48.68,0.49,312768.0,103500.0
